Organization Name,Organization Name URL,Full Description,Industries,Website,Headquarters Location,Description,CB Rank (Company),SEMrush - Monthly Visits,SEMrush - Average Visits (6 months),SEMrush - Monthly Visits Growth,SEMrush - Visit Duration Growth,SEMrush - Visit Duration,SEMrush - Page Views / Visit,SEMrush - Page Views / Visit Growth,SEMrush - Bounce Rate,SEMrush - Bounce Rate Growth,SEMrush - Global Traffic Rank,SEMrush - Monthly Rank Change (#),SEMrush - Monthly Rank Growth,Headquarters Regions,Operating Status,Founded Date,Founded Date Precision,Number of Founders,Number of Employees,Founders,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Hubrix,https://www.crunchbase.com/organization/hubrix,"We build API-based software components, each one fulfilling a complete functional requirement in an application. Our first product, now under development, is Hurima™, offering activity-centric access control for a variety of applications, frameworks and platforms.","Cloud Computing, Developer APIs, Information Technology, Security, Software",http://www.hubrix.co/,"Paris, Ile-de-France, France","(Cyber) Security Should be a Feature, Not an Inconvenience.","176,135",,,,,,,,,,,,,European Union (EU),Active,2016-09-23,day,1,1-10,Daniel de Segovia Gross,,,,,
EuroPATC,https://www.crunchbase.com/organization/europatc,"EuroPATC is a new startup company established in June 2015. Their mission is to help parents and guardians of children (people) with autism to overcome one of their biggest fears - a fear of a lost child - a fear that their loved one is left without the necessary help in times when it is crucial. Their product is a tracking device that integrates advanced cutting-edge technology with only one purpose, uncompromisingly child safety. The device has been designed in the form of wearable. The service that we provide to users will be one-of-its-kind, carefully designed for children (people) with autism. Their vision, like our mission, is to bring reliable solution and to help parents to OUTRUN THEIR WORST FEAR!","Child Care, Cloud Computing, Hardware, Internet of Things, Software",https://www.europatc.com,"Sofia, Grad Sofiya, Bulgaria",Helps parents and guardians of children (people) with autism to overcome one of their biggest fears,"183,199",,,,,,,,,,,,,European Union (EU),Closed,2015-06-01,day,2,1-10,"Dragoslav Radoicic, Nebojsa Pejcic",,,,,
Verimuchme,https://www.crunchbase.com/organization/verimuchme,"Verimuchme is a digital wallet and exchange platform of verified personal information and documentation that can be used for onboarding purposes. Verimuchme allows for a person being on-boarded to store and re-use their golden copy of verified personal information which can be shared across enterprises through a controlled ID- crypto consent framework. By doing so this creates efficiencies for both individuals and enterprises by reducing the time spent to onboard, reduces costs and risk of fraudulent identity.","Cloud Computing, Cyber Security, Identity Management",http://verimuchme.com/,"London, England, United Kingdom",Verimuchme is a digital wallet and exchange platform of verified personal information and documentation.,"185,466",,,,,,,,,,,,,,Active,2016-01-01,year,2,1-10,"Olga Saliba, Rehman Zafar",,,,,
Agency Core,https://www.crunchbase.com/organization/agency-core,"Agency Core makes running a creative business more enjoyable. We help you free up your time, so you can be more creative and focus on making your agency more profitable. Our pipeline tracker helps you prioritise your sales activity. You will get more done with our project scheduling tools. And you can integrate Agency Core with your favourite accounting packages. Take the tour to explore all the benefits!","Business Intelligence, Cloud Computing, Real Time",http://agencycore.co.uk/,"London, England, United Kingdom",Agency Core is an online business tracking tool designed exclusively for creative agencies.,"191,352",,,,,,,,,,,,,,Active,2014-02-24,day,2,1-10,"Helen Visser, Matt Davies",,,,,
qsays,https://www.crunchbase.com/organization/qsays,,"Artificial Intelligence, Business Intelligence, Cloud Computing, Consulting, Machine Learning, Robotics, Software",https://qsays,"Paris, Ile-de-France, France",Machine learning and augmented intelligence for business solutions.,"195,545",,,,,,,,,,,,,European Union (EU),Closed,2017-11-19,day,1,1-10,Lucian Vidrascu,,,,,
Qu & Co,https://www.crunchbase.com/organization/qu-co-bv,Qu&Co is a quantum-computational software developer. Our postdoc level quantum-developers work closely together with our clients and academic advisors to develop novel quantum-algorithms and turn those into quantum-software.,"Advanced Materials, Chemical Engineering, Cloud Computing, Quantum Computing, Software",http://www.quandco.com,"Amsterdam, Noord-Holland, The Netherlands",Qu & Co is a quantum-computational algorithm and software development.,"195,871",,,,,,,,,,,,,European Union (EU),Active,2017-01-01,day,1,1-10,Benno Broer,,,,,
Yeep,https://www.crunchbase.com/organization/yeep-2,"Manage employee access across cloud services, from Dropbox to GitHub.","Cloud Computing, Internet, SaaS",https://www.yeep.io,"Larnaca, Larnaca, Cyprus","Manage employee access across cloud services, from Dropbox to GitHub.","200,188",,,,,,,,,,,,,European Union (EU),Closed,2017-03-24,day,1,1-10,Dimitris Michalakos,,,,,
Hotblack Robotics,https://www.crunchbase.com/organization/hotblack-robotics,Hotblack Robotics proposes cloud robotics solutions to ease the use of robots and boost the digital fabrication and architecture community.,"Cloud Computing, Data Center, Robotics",http://www.hotblackrobotics.com/,"Turin, Piemonte, Italy",Hotblack Robotics proposes cloud robotics solutions to ease the use of robots and boost the digital fabrication and architecture community.,"215,506",,,,,,,,,,,,,European Union (EU),Active,2015-01-01,year,3,1-10,"Gabriele Ermacora, Ludovico Orlando Russo, Maria Luce Lupetti",,,,,
Namla,https://www.crunchbase.com/organization/namla,"Namla is a provider of a Cloud Edge Orchestration platform. Its solution combines Distributed Edge Orchestration, Integrated SD-WAN & Multi-Cloud Support. This gives a unique way for companies to securely and automatically deploy Edge infrastructure at scale and have a Cloud Level performance and availability.","Cloud Computing, Cloud Data Services, Cloud Infrastructure, Cloud Management, IT Infrastructure, Software",https://namla.cloud/,"Massy, Ile-de-France, France","IaaS, Cloud Edge Orchestration Platform","217,160",,,,,,,,,,,,,European Union (EU),Active,2022-05-05,day,3,11-50,"Imed Allal, Rabah Guedrez, Younes Khadraoui",,,,,
Equitas,https://www.crunchbase.com/organization/equitas-b1d3,,"Apps, Cloud Computing, Human Resources, Recruiting, Software",https://www.equitas.ai,"Shoreditch, Hackney, United Kingdom",Equitas improves workplace diversity by using voice-led interview software to change the way candidates are questioned and evaluated.,"225,994",,,,,,,,,,,,,,Active,2018-01-01,year,1,1-10,George Oehlert,,,,,
Lightyear,https://www.crunchbase.com/organization/lightyear-8e82,Lightyear is a global Software as a Service (SaaS) business focused on developing and building cutting edge fintech products for Businesses and Accountants and Bookkeepers.,"Cloud Computing, FinTech, SaaS, Software",https://www.lightyear.cloud/,"Belfast, Belfast, United Kingdom",Lightyear is a global Software as a Service (SaaS) business focused on developing and building cutting edge fintech products.,"226,570",,,,,,,,,,,,,,Active,2017-01-01,year,2,11-50,"Chris Gregg, Roger Gregg",,,,,
HybridStat,https://www.crunchbase.com/organization/hybridstat,"HybridStat develops Clingon, a cloud-based clinical genomics decision support system integrating open gene and human disease data.",Cloud Computing,http://www.hybridstat.gr/,"Macclesfield, Cheshire East, United Kingdom","HybridStat develops Clingon, a cloud-based clinical genomics decision support system integrating open gene and human disease data.","231,048",,,,,,,,,,,,,,Active,2014-04-07,day,1,51-100,Panagiotis Moulos,,,,USD,
Cloud Solutions,https://www.crunchbase.com/organization/cloud-solutions,"Cloud Solutions is a new-era consultancy company who is an accelerator for closing the technology gap through the adoption of AWS Cloud and the leading DevOps practices. Move your business into the future - We can identify the best tools and practices and will customize a package of services that is tailor-made for your goals. Let the transformation begin! Improve how your company uses the AWS Cloud - We design and implement robust, scalable cloud-native solutions that deliver performance, reliability, and cost-efficiency. Maximize your ROI from AWS Cloud & DevOps right now - We can help you define and execute a cloud technology plan to drive business growth, become more agile and innovate faster. Enhance your internal AWS Cloud & DevOps capabilities - With our bespoke, on- or off-site training, we can unlock your organisation’s internal potential and accelerate your business transformation and cloud adoption. Align your cloud spend and performance with your business - Our cost optimization experts will ensure that your cloud spend is productive and efficient, without diminishing your users’ experience. AWS Cloud Consulting​: * Infrastructure Strategy & Design * Infrastructure Optimization * Cost Optimization * Cloud Migration * Disaster Recovery * Serverless * Containerization * Security & Risk * Auto Scaling DevOps Consulting to automate, so you can innovate: * Continuous Planning * Continuous Integration * Continuous Testing * Continuous Delivery * Continuous Monitoring * Infrastructure as Code​ * Infrastructure Automation * Configuration Management * Complex Software Installation AWS Cloud & DevOps Training​: * AWS Cloud Fundamentals * Specific AWS Services * Devops Fundamentals","Cloud Computing, Cloud Data Services, Cloud Infrastructure, Cloud Management, Cloud Security, Cloud Storage, Consulting, Private Cloud, Software, Training",https://cloudsltns.com,"Sofia, Grad Sofiya, Bulgaria",Your trusted AWS Cloud & DevOps partner!,"231,464",,,,,,,,,,,,,European Union (EU),Active,2020-03-01,month,,1-10,,,,,,
