Name	Description	Location	Employees	Type	Website	Rank	Founded Date	Operating Status	Company Type	Contact Email	Headquarters Regions	Legal Name	Phone Number	Founders	Funding	Last Funding Type	Also Known As	Hiring	Stock Symbol	Sub-Organization of	Venture Info 1	Venture Info 2	Investor Type	Investment Stage	Related Hubs	Accelerator Program Type	Hub Tags	Industry 1	Industry 2	Industry 3	Industry 4	Industry 5	Industry 6	Industry 7	Industry 8	Industry 9	Industry 10	Industry 11	Industry 12	Industry 13	Industry 14	Industry 15	Industry 16	Industry 17	Industry 18	Industry 19	Industry 20	Industry 21	Industry 22	Industry 23	Industry 24	Industry 25	Industry 26	Industry 27	Industry 28	Industry 29	Industry 30	Industry 31	Industry 32	Industry 33	Industry 34	Industry 35	Industry 36	Industry 37	Link 1	Link 2	link_3	PP URL
instapdf	InstaPDF for iPhone & Mac: A mobile scanning platform with effortless synchronization of all your documents across devices and the web	Heiden, Sankt Gallen, Switzerland	1-10	Private	instapdf.com	290,561	May 5, 2012	Active	For Profit					Maximilian Mackh														Document Management	iOS	macOS	Software	Web Apps																																	https://twitter.com/instapdf			
insystech	INSYSTECH is a software company.	Valencia, Comunidad Valenciana, Spain	11-50	Private	insystech.com.ve	1,666,617		Active	For Profit	info@insystech.com.ve	European Union (EU)	INSYSTECH, CA	+58 424 467 08 37															Software	Web Apps	Web Design	Web Hosting																																		https://www.facebook.com/insystechca/	https://www.linkedin.com/company/insystech-c-a-/	https://twitter.com/insystechve	
intecsoft-group	intecsoft group specializes in web applications development, software development, and data analytics services.	Dresden, Sachsen, Germany	11-50	Private	www.intecsoft.de	1,599,386	2008	Active	For Profit	info@intecsoft.de	European Union (EU)		49 351 213033 0															Analytics	Software	Web Apps																																			https://www.facebook.com/intecsoftgroup	https://www.linkedin.com/company/intecsoft-group	https://twitter.com/intecsoft	
integra-aa51	Integra develops plant supervision, mobility control, distance learning, and multimedia information systems with a focus on efficiency.	L'aquila, Abruzzi, Italy	11-50	Private	www.integra-aq.it	1,505,511	Oct 5, 2020	Active	For Profit	info@integra-aq.it	European Union (EU)	Integra SRL	+39-862-292371															Consulting	Information Technology	Management Information Systems	Web Apps																																		https://www.linkedin.com/company/integra-srl-soluzioni-informatiche-integrate			
intellegens-d7ef	Intellegens is a software development company that specializes in the full-stack development of web, mobile, and desktop applications.	Zagreb, Grad Zagreb, Croatia	1-10	Private	www.intellegens.hr	1,309,940	2013	Active	For Profit	info@intellegens.hr	European Union (EU)	INTELLEGENS J.D.O.O.	+385 1 4558 473															Desktop Apps	Web Apps	Web Development																																			https://www.facebook.com/intellegens.hr/	https://www.linkedin.com/company/intellegens/	https://twitter.com/IntellegensHR	
intelligent-graphic-and-code	Intelligent graphic and code integrating Computer Engineering experience with Web Design & Marketing.	London, England, United Kingdom	1-10	Private	www.igcenterprises.com/	1,331,035	Jan 1, 2005	Active	For Profit	hello@igc.pm			44.080.0098.8750				IGC Enterprises Ltd											CRM	UX Design	Web Apps																																						
intellinet-84f1	IntelliNet is respectively a web agency that provides web design and development, data processing, and outsourcing IT services.	Frechen, Nordrhein-Westfalen, Germany		Private	www.intellinet.de/de	1,043,728	2006	Active	For Profit	kontakt@intellinet.de	European Union (EU)	IntelliNet Consulting & Technologie GmbH	+49-02234-91133-0															IT Management	Web Apps	Web Development																																						
intellirise-tech-solutions	IntelliRise Tech Solutions is a software development company provides software solutions to both small scale and medium scale enterprises.	Albertslund, Hovedstaden, Denmark	101-250	Private	www.intellirisecorp.com	1,186,076	2010	Active	For Profit	info@intellirisecorp.com	European Union (EU), Nordic Countries, Scandinavia	IntelliRise Tech Solutions	+45 28819339															Android	Digital Marketing	Mobile Apps	Software	Web Apps																																	https://www.facebook.com/IntelliRise/	https://www.linkedin.com/company/intellirise-tech-solutions	https://twitter.com/intellirisecorp	
interapp-development	Interapp Development is a web-application development company.	Salisbury, Wiltshire, United Kingdom	1-10	Private	www.iadev.net	929,412	2008	Active	For Profit	webinquiry@interappdevelopment.com		Interapp Development,Inc.	+1 410 726 1420															Software	Web Apps	Web Development																																			https://www.facebook.com/Interapp-	https://www.linkedin.com/company/interapps-inc		
interfaces	InterFaces specializes in information systems which designs, develops and hosts online applications for companies.	Paris, Ile-de-France, France	1-10	Private	www.interfaces.fr	950,340	Aug 24, 1994	Active	For Profit	info@interfaces.fr	European Union (EU)		33 149292222															Information Technology	Software	Web Apps																																			https://www.facebook.com/InterFacesFR/	https://www.linkedin.com/company/interfaces/	https://twitter.com/interfacesfr	
internetbureau-jun-e-jay	Internetbureau Jun-E-Jay is a full-service internet agency.	Haarlem, Noord-Holland, The Netherlands	1-10	Private	jun-e-jay.com	1,695,457	2011	Active	For Profit	hello@jun-e-jay.com	European Union (EU)	Internetbureau Jun-E-Jay	+31 23 20 23 174															Internet	SEO	Software	Web Apps	Web Development																																	https://www.facebook.com/junejay.webdesign/	https://www.linkedin.com/company/jun-e-jay-com/ 	https://twitter.com/jun_e_jay	
internetbureau-praes	Internetbureau Praes is a full-service web service company.	Groningen, Groningen, The Netherlands	1-10	Private	praes.nl	2,017,706	2010	Active	For Profit	info@praes.nl	European Union (EU)	Internetbureau Praes	+31 050 8200 900															Email Marketing	Internet	SEO	Social Media	Web Apps	Web Design																																https://www.facebook.com/internetbureaupraes/	https://www.linkedin.com/company/internetbureau-praes/	https://twitter.com/praesinternet	
internetkultur	digital creative studio	Vienna, Wien, Austria	11-50	Private	www.functn.com	747,369	May 2010	Active	For Profit	hello@functn.com	European Union (EU)	functn GmbH	+4319971742	Christoph Peter, Philip Ehrenfellner														Advertising	Consulting	Internet	Software	Web Apps	Web Design	Web Development	Web Hosting																																	
internet-mall-hungary	MALL.HU is an online commercial company that offers Home Appliances, Home Furnishings, Electronic Products, and more through their webshop.	Budapest, Budapest, Hungary	11-50	Private	www.mall.hu	854,590	Oct 1, 2005	Active	For Profit	ugyfelszolgalat@mall.hu	European Union (EU)		36-1-2053006															Consumer Electronics	E-Commerce	Home Improvement	Web Apps																																		https://www.facebook.com/internetmallhungary/	https://www.linkedin.com/company/internet-mall-hungary/		
internett-studio	Internett Studio offers an extensive portfolio in the fields of web designing and optimization for any organizational needs.	Jessheim, Akershus, Norway	1-10	Private	www.istudio.no	2,040,974	Jan 1, 1996	Active	For Profit	post@istudio.no	Nordic Countries, Scandinavia		47-90- 70 77 70															SEO	Web Apps	Web Design																																						
intersys-3012	Intersys specializes in the design and development of software. web application, mobile application, IoT, server and IT project management.	Zuchwil, Solothurn, Switzerland	11-50	Private	www.intersys.ch	1,688,184	Jan 1, 1999	Active	For Profit	info@intersys.ch			41-326257676															Internet of Things	Software	Web Apps																																			https://www.linkedin.com/company/intersys-ag			
inventis	Inventis is an internet company that offers web design, web development, graphic design, branding, communication and web applications.	Limburg, Liege, Belgium	11-50	Private	www.inventis.be	467,865	2003	Active	For Profit	info@inventis.be	European Union (EU)		+32 0 89 50 1640															Brand Marketing	Graphic Design	Web Apps																																			https://www.facebook.com/Inventis	https://www.linkedin.com/company/inventis-web-architects		https://www.inventis.be/nl-be/artikels/is-de-privacy-policy-op-jouw-website-klaar-voor-gdpr
inventive-computing-limited	Inventive Computing Limited offers software, web-based applications and web front-end - task apps to enhance productivity efficiently.	Englefield Green, Surrey, United Kingdom	1-10	Private	inventive.co.uk/	1,722,568	1986	Active	For Profit				+44 1784 438043															Software	Web Apps	Web Development																																						
invid-4b78	Invid is a web-based solution that offers automatic time registration, checklists and features that help transport companies work with ease.	Straume, Nordland, Norway	1-10	Private	invid.no/	1,309,743	Jan 1, 2013	Active	For Profit	mariann@invid.no	Nordic Countries, Scandinavia		476 37 025															Information Services	Software	Transportation	Web Apps																																		https://www.linkedin.com/company/invid-as/			
involve-me	No-code funnel builder for embeddable or standalone quizzes, forms, surveys, calculators & payment pages.	Vienna, Wien, Austria	1-10	Private	www.involve.me	47,653	2019	Active	For Profit	office@involve.me	European Union (EU)	stereosense GmbH		Florian Burmann, Stefan Rasch, Vlad Gozman	Pre-Seed	Pre-Seed	brandquiz											B2B	Content Marketing	Digital Marketing	E-Commerce	Lead Generation	Publishing	SaaS	Software	Web Apps																													https://www.facebook.com/involvemeapp	https://www.linkedin.com/company/involvemeapp/	https://twitter.com/involvemeapp/	https://www.involve.me/privacy/
iontic	iontic provides software development, web application, and analysis services.	Karlsruhe, Baden-Wurttemberg, Germany	1-10	Private	iontic.de	1,825,333		Active	For Profit	kontakt@iontic.de	European Union (EU)	iontic GmbH	49-721470-07114															Information Technology	Software	Web Apps	Web Development																																					
ipaoo	iPaoo is a creative agency that expertise in web design, web applications and mobile applications to improve online presence.	Sophia Antipolis, Provence-Alpes-Cote d'Azur, France	1-10	Private	ipaoo.fr	900,039	Jan 1, 2011	Active	For Profit	contact@ipaoo.fr	European Union (EU)		33 4 93 67 54 37	Greg Berthelot, Williams Guttmann														Creative Agency	Web Apps	Web Design																																			https://www.facebook.com/iPaooFr	https://www.linkedin.com/company/ipaoo	https://twitter.com/iPaooFr	
ipelweb	Ipelweb is a web services and advertising agency.	Pianezzo, Ticino, Switzerland	1-10	Private	www.ipelweb.com	1,565,278	2010	Active	For Profit			IPELWEB	+41 78 626 5612															Advertising	Marketing	Mobile Apps	SEO	Software	Web Apps	Web Design																															https://www.linkedin.com/company/ipelweb	https://twitter.com/ipelweb		https://www.ipelweb.com/privacy
ipower-55bb	iPower offers advice and services for customized internet applications including domain registration and web applications.	Schoten, Antwerpen, Belgium	11-50	Private	www.ipower.eu	1,339,266	Jan 7, 2004	Active	For Profit	info@ipower.be	European Union (EU)		32-3 641 66 80	Gregory Liénard														Domain Registrar	Internet	Software	Web Apps																																		https://www.facebook.com/iPower.nv/	https://www.linkedin.com/company/-ipower-nv		
iq-1e4e	IQ++ provides e-commerce portals, complex websites, web applications & software development based on plone, python, Django & Zope.	Seligenstadt, Bayern, Germany	11-50	Private	www.iqpp.de	1,799,799	Jan 1, 1990	Active	For Profit	info@iqpp.de	European Union (EU)		49-6182-774377 0															E-Commerce	Software	Web Apps																																						
iq-bal-systeme	IQ BAL Systeme offers IT solutions like apps, user interface, database, web, and mobile solutions.	Beverstedt, Niedersachsen, Germany	11-50	Private	www.iqbal.de	2,058,964	Jan 1, 1982	Active	For Profit	iq-info@iqbal.de	European Union (EU)		49-47489499-31															Apps	Database	Web Apps																																						
